kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,planet_type
11401755,K00277.02,Kepler-36 b,CONFIRMED,0.063,13.84984567,1.45,977.0,214.98,5919.0,1.585,Super-Earth
7673192,K02722.01,Kepler-402 c,CONFIRMED,0.98,6.12479773,1.51,1140.0,399.43,6052.0,1.202,Super-Earth
7673192,K02722.02,Kepler-402 e,CONFIRMED,1.0,11.24284815,1.44,931.0,177.7,6052.0,1.202,Super-Earth
7673192,K02722.03,Kepler-402 b,CONFIRMED,0.997,4.02877097,1.21,1311.0,699.45,6052.0,1.202,Terrestrial (Earth-size)
7673192,K02722.04,Kepler-402 d,CONFIRMED,0.999,8.92114318,1.27,1006.0,241.79,6052.0,1.202,Super-Earth
11807274,K00262.01,Kepler-50 b,CONFIRMED,1.0,7.81285862,1.68,1196.0,483.06,6237.0,1.543,Super-Earth
7670943,K00269.01,Unconfirmed Candidate,CANDIDATE,1.0,18.01164974,1.83,900.0,155.37,6477.0,1.459,Super-Earth
6697756,K02798.01,Kepler-1351 b,CONFIRMED,0.992,0.916142298,0.6,1212.0,507.47,4374.0,0.614,Terrestrial (Earth-size)
5649833,K02799.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.597933473,1.24,2564.0,10196.42,6543.0,1.159,Terrestrial (Earth-size)
10518399,K02800.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.69636494,1.24,1406.0,925.14,5653.0,1.139,Terrestrial (Earth-size)
5905822,K02801.01,Unconfirmed Candidate,CANDIDATE,1.0,6.99205021,1.06,1194.0,479.87,6057.0,1.467,Terrestrial (Earth-size)
10793172,K02871.01,Kepler-1693 b,CONFIRMED,0.989,12.0999065,1.39,807.0,100.37,5553.0,1.098,Super-Earth
10793172,K02871.02,Unconfirmed Candidate,CANDIDATE,0.995,5.36375016,1.15,1059.0,296.73,5553.0,1.098,Terrestrial (Earth-size)
7136729,K02872.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,3.17319407,0.91,1077.0,318.23,5369.0,0.784,Terrestrial (Earth-size)
6364276,K02873.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,5.24368302,0.91,654.0,43.13,4194.0,0.629,Terrestrial (Earth-size)
4367854,K02876.01,Unconfirmed Candidate,CANDIDATE,0.276,5.1952021,1.37,836.0,115.35,5044.0,0.738,Super-Earth
5108946,K02955.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.591280187,1.3,2385.0,7620.01,6246.0,1.092,Super-Earth
8801316,K02956.01,Kepler-1394 b,CONFIRMED,1.0,3.93766786,1.36,1947.0,3388.82,6277.0,2.741,Super-Earth
10597693,K02958.01,Unconfirmed Candidate,CANDIDATE,1.0,31.6084371,1.89,634.0,38.1,6341.0,1.033,Super-Earth
7466270,K02959.01,Unconfirmed Candidate,CANDIDATE,0.782,16.1558656,2.04,455.0,10.1,4504.0,0.53,Neptunian (Ice Giant)
10876237,K02960.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.465943491,1.6,2472.0,8804.6,6230.0,2.19,Super-Earth
12314973,K00279.01,Kepler-450 b,CONFIRMED,1.0,28.45489091,6.08,769.0,82.7,6206.0,1.573,Gas Giant (Jupiter-size)
3346154,K02723.01,Unconfirmed Candidate,CANDIDATE,1.0,1.952711161,2.58,1403.0,917.15,5741.0,0.946,Neptunian (Ice Giant)
5308387,K02724.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.620739667,29.28,2947.0,17924.29,6559.0,1.602,Gas Giant (Jupiter-size)
6233573,K02725.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.587470828,51.02,3434.0,33039.47,5787.0,2.667,Gas Giant (Jupiter-size)
10363281,K02726.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.934924739,2.29,3156.0,23533.0,6477.0,2.628,Neptunian (Ice Giant)
4861527,K02727.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,25.7054557,1.75,670.0,47.76,6326.0,1.001,Super-Earth
5775129,K02802.01,Kepler-1691 b,CONFIRMED,0.988,3.84822189,1.72,1283.0,641.53,5927.0,1.193,Super-Earth
9898447,K02803.01,Unconfirmed Candidate,CANDIDATE,1.0,2.37752442,0.53,1278.0,632.62,5615.0,0.936,Terrestrial (Earth-size)
5307568,K02804.01,Unconfirmed Candidate,FALSE POSITIVE,0.001,2.62838097,1.01,1375.0,846.09,5884.0,1.07,Terrestrial (Earth-size)
11135308,K02805.01,Kepler-1352 b,CONFIRMED,0.999,1.877878538,0.78,1701.0,1977.35,6324.0,1.115,Terrestrial (Earth-size)
2985587,K02807.01,Unconfirmed Candidate,CANDIDATE,1.0,3.375716723,2.34,1472.0,1111.66,6310.0,1.282,Neptunian (Ice Giant)
6521045,K00041.03,Kepler-100 d,CONFIRMED,1.0,35.3331932,1.55,670.0,47.52,5788.0,1.474,Super-Earth
8077137,K00274.01,Kepler-128 b,CONFIRMED,1.0,15.0896415,1.42,968.0,207.64,6063.0,1.613,Super-Earth
7019524,K02877.01,Kepler-1376 b,CONFIRMED,0.981,5.30873978,1.08,1042.0,279.21,5914.0,0.955,Terrestrial (Earth-size)
5106313,K02878.01,Kepler-1694 b,CONFIRMED,0.991,3.89524296,1.13,956.0,197.66,5018.0,0.838,Terrestrial (Earth-size)
9825174,K02880.01,Kepler-1377 b,CONFIRMED,0.993,0.740926358,1.22,1873.0,2909.21,5618.0,0.874,Terrestrial (Earth-size)
5642620,K02882.01,Unconfirmed Candidate,CANDIDATE,0.0,75.8580035,2.72,281.0,1.47,4474.0,0.614,Neptunian (Ice Giant)
8429415,K02965.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.352564873,1.45,2447.0,8505.97,6463.0,1.823,Super-Earth
5014903,K02966.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,7.72768833,1.89,899.0,154.46,5765.0,0.94,Super-Earth
5980783,K02967.01,Unconfirmed Candidate,CANDIDATE,0.983,37.3033197,2.31,493.0,14.0,5646.0,0.817,Neptunian (Ice Giant)
8873090,K02968.01,Unconfirmed Candidate,CANDIDATE,0.999,10.16435076,1.99,1389.0,879.94,6133.0,2.71,Super-Earth
8560804,K02969.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,31.9729501,2.41,757.0,77.49,6007.0,1.759,Neptunian (Ice Giant)
12008872,K02729.01,Kepler-1327 b,CONFIRMED,1.0,14.8877665,1.96,831.0,112.85,6143.0,1.116,Super-Earth
8415200,K02730.01,Kepler-1328 b,CONFIRMED,0.989,4.52158614,1.31,1214.0,513.68,5576.0,1.289,Super-Earth
4072333,K02731.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.007750531,1.64,1319.0,716.79,5645.0,0.865,Super-Earth
9886361,K02732.01,Kepler-403 b,CONFIRMED,1.0,7.03146295,1.38,1194.0,480.26,6170.0,1.499,Super-Earth
9886361,K02732.03,Kepler-403 c,CONFIRMED,0.986,54.2811949,2.07,604.0,31.45,6170.0,1.499,Neptunian (Ice Giant)
3730335,K02808.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.596087893,1.92,2967.0,18259.79,6049.0,1.827,Super-Earth
6528464,K00270.01,Kepler-449 b,CONFIRMED,1.0,12.58229808,1.53,917.0,167.41,5587.0,1.423,Super-Earth
7428316,K02809.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,7.12684695,1.38,941.0,185.17,6050.0,0.896,Super-Earth
10275766,K02810.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.661749944,23.92,2420.0,8123.02,6363.0,1.198,Gas Giant (Jupiter-size)
6370120,K02811.01,Unconfirmed Candidate,FALSE POSITIVE,1.0,1.35477049,0.8,1102.0,348.9,4414.0,0.689,Terrestrial (Earth-size)
5642620,K02882.02,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.493393859,1.4,1505.0,1203.14,4474.0,0.614,Super-Earth
5209845,K02883.01,Kepler-1378 b,CONFIRMED,1.0,11.95401876,2.1,525.0,17.92,4359.0,0.659,Neptunian (Ice Giant)
9652649,K02884.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.48883033,0.64,1230.0,540.34,5615.0,0.833,Terrestrial (Earth-size)
11100670,K02885.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,20.2340219,0.99,562.0,23.53,5528.0,0.71,Terrestrial (Earth-size)
6129524,K02886.01,Kepler-1379 b,CONFIRMED,1.0,0.88184263,1.24,1564.0,1419.46,5268.0,0.776,Terrestrial (Earth-size)
5794570,K02675.01,Kepler-1312 b,CONFIRMED,1.0,5.448321078,2.17,978.0,215.95,5721.0,0.905,Neptunian (Ice Giant)
5794570,K02675.02,Unconfirmed Candidate,CANDIDATE,1.0,1.116127169,1.0,1659.0,1797.63,5721.0,0.905,Terrestrial (Earth-size)
5649325,K02676.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,195.613824,10.65,467.0,11.24,5970.0,2.229,Gas Giant (Jupiter-size)
9958387,K02677.01,Unconfirmed Candidate,CANDIDATE,0.999,237.787237,9.91,354.0,3.73,5185.0,1.853,Gas Giant (Jupiter-size)
6779260,K02678.01,Kepler-1313 b,CONFIRMED,1.0,3.833087643,2.25,1012.0,247.8,5397.0,0.831,Neptunian (Ice Giant)
11807274,K00262.02,Kepler-50 c,CONFIRMED,1.0,9.37663713,1.89,1125.0,379.3,6237.0,1.543,Super-Earth
5953297,K02733.01,Kepler-1688 b,CONFIRMED,1.0,5.62006198,1.45,772.0,84.01,4868.0,0.746,Super-Earth
7659389,K02734.01,Unconfirmed Candidate,CANDIDATE,1.0,3.8259005,3.45,1005.0,241.25,5223.0,0.885,Neptunian (Ice Giant)
9472074,K02735.01,Unconfirmed Candidate,CANDIDATE,1.0,0.558841234,1.33,1787.0,2412.15,5151.0,0.792,Super-Earth
10842192,K02736.01,Kepler-1329 b,CONFIRMED,1.0,9.33648141,2.39,577.0,26.22,4442.0,0.648,Neptunian (Ice Giant)
2442448,K02812.01,Kepler-1354 b,CONFIRMED,0.997,76.6139446,2.61,466.0,11.12,6173.0,1.03,Neptunian (Ice Giant)
11197853,K02813.01,Unconfirmed Candidate,CANDIDATE,1.0,0.698461304,14.81,5173.0,168689.02,4676.0,12.558,Gas Giant (Jupiter-size)
9665922,K02815.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.545388842,0.56,1421.0,964.53,5782.0,0.767,Terrestrial (Earth-size)
11283615,K02816.01,Kepler-1355 b,CONFIRMED,1.0,1.289590179,1.38,1448.0,1040.23,5467.0,0.808,Super-Earth
7605093,K02817.01,Kepler-1356 b,CONFIRMED,1.0,0.634003002,1.35,1714.0,2030.16,5226.0,0.75,Super-Earth
3859363,K02887.01,Unconfirmed Candidate,FALSE POSITIVE,0.001,1.56859048,23.41,1693.0,1935.28,6248.0,1.002,Gas Giant (Jupiter-size)
8077137,K00274.02,Kepler-128 c,CONFIRMED,1.0,22.8030252,1.29,843.0,119.6,6063.0,1.613,Super-Earth
12023078,K02888.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.623441939,13.89,3219.0,25489.88,5385.0,2.871,Gas Giant (Jupiter-size)
6364162,K02889.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,5.24364571,25.01,1149.0,411.58,6197.0,1.056,Gas Giant (Jupiter-size)
7463685,K02890.01,Unconfirmed Candidate,CANDIDATE,0.998,8.98826122,1.39,864.0,131.92,5984.0,0.906,Super-Earth
6716021,K02679.01,Unconfirmed Candidate,CANDIDATE,0.984,110.7556272,29.64,651.0,42.53,6525.0,2.668,Gas Giant (Jupiter-size)
11231334,K00258.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,4.15743922,96.99,2089.0,4503.26,6529.0,3.131,Gas Giant (Jupiter-size)
8326342,K02680.01,Unconfirmed Candidate,CANDIDATE,0.0,14.4079035,23.4,624.0,35.81,5440.0,0.728,Gas Giant (Jupiter-size)
6878240,K02681.01,Kepler-397 c,CONFIRMED,1.0,135.4978256,6.01,295.0,1.8,5307.0,0.757,Gas Giant (Jupiter-size)
6878240,K02681.02,Kepler-397 b,CONFIRMED,0.96,22.2508509,2.07,539.0,20.01,5307.0,0.757,Neptunian (Ice Giant)
2436378,K02682.01,Unconfirmed Candidate,FALSE POSITIVE,0.006,8.53161917,54.6,891.0,148.92,5780.0,1.0,Gas Giant (Jupiter-size)
6614629,K02737.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.526615152,1.46,2959.0,18152.32,5718.0,1.832,Super-Earth
6630943,K02738.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.690405794,1.04,1731.0,2129.33,5204.0,0.786,Terrestrial (Earth-size)
4831728,K02739.01,Kepler-1330 b,CONFIRMED,1.0,10.10773789,1.98,879.0,140.75,5480.0,1.174,Super-Earth
4831728,K02739.02,Unconfirmed Candidate,CANDIDATE,0.899,7.0956395,1.2,989.0,225.73,5480.0,1.174,Terrestrial (Earth-size)
3336765,K02740.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.844857057,0.97,1601.0,1548.86,6143.0,1.004,Terrestrial (Earth-size)
4270565,K02819.01,Unconfirmed Candidate,FALSE POSITIVE,0.003,18.0116764,2.02,695.0,55.07,6003.0,0.932,Neptunian (Ice Giant)
6528464,K00270.02,Kepler-449 c,CONFIRMED,0.797,33.67280658,1.86,661.0,45.09,5587.0,1.423,Super-Earth
11963206,K02820.01,Kepler-1357 b,CONFIRMED,1.0,3.00912491,1.22,1177.0,452.27,5713.0,0.893,Terrestrial (Earth-size)
4249611,K02821.01,Unconfirmed Candidate,CANDIDATE,0.983,79.2450351,3.33,404.0,6.33,5648.0,0.917,Neptunian (Ice Giant)
8263545,K02822.01,Unconfirmed Candidate,CANDIDATE,0.999,4.44589508,1.94,1063.0,302.6,5918.0,0.865,Super-Earth
10068024,K02891.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.023126394,0.92,1607.0,1582.75,6349.0,1.059,Terrestrial (Earth-size)
9636563,K02892.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,10.63609504,1.36,728.0,66.5,5546.0,0.81,Super-Earth
6937402,K02894.01,Kepler-1380 b,CONFIRMED,1.0,10.3108232,1.27,786.0,90.1,5708.0,0.893,Super-Earth
5475641,K02895.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.069842837,1.77,1433.0,998.07,4999.0,0.786,Super-Earth
2853828,K02896.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.077467951,31.06,2339.0,7064.38,6329.0,1.508,Gas Giant (Jupiter-size)
7899070,K02683.01,Unconfirmed Candidate,CANDIDATE,1.0,126.4451275,4.49,321.0,2.51,5613.0,0.795,Neptunian (Ice Giant)
4035667,K02684.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.8736467,6.47,2866.0,15977.28,8173.0,3.169,Gas Giant (Jupiter-size)
9612825,K02685.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.846517614,1.88,528.0,18.32,3468.0,0.32,Super-Earth
7826659,K02686.01,Unconfirmed Candidate,CANDIDATE,1.0,211.032819,3.43,215.0,0.5,4658.0,0.686,Neptunian (Ice Giant)
7202957,K02687.01,Unconfirmed Candidate,CANDIDATE,1.0,1.716828304,0.74,1455.0,1056.84,5808.0,0.902,Terrestrial (Earth-size)
5513893,K02741.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.755103143,1.49,2927.0,17302.11,5996.0,2.128,Super-Earth
10514430,K00263.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,20.71927223,2.51,818.0,105.78,5729.0,1.545,Neptunian (Ice Giant)
8095441,K02743.01,Kepler-1332 b,CONFIRMED,1.0,11.87457664,1.32,728.0,66.33,5523.0,0.88,Super-Earth
5881813,K02744.01,Kepler-1333 b,CONFIRMED,0.987,109.6469948,4.85,428.0,7.95,5332.0,1.453,Neptunian (Ice Giant)
12456601,K02745.01,Kepler-1334 b,CONFIRMED,0.995,15.64588656,2.18,710.0,60.08,5896.0,0.916,Neptunian (Ice Giant)
10341917,K02823.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.93375241,3.18,1594.0,1528.26,5402.0,0.815,Neptunian (Ice Giant)
3241604,K02824.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.70336496,1.67,1484.0,1151.45,5881.0,0.915,Super-Earth
9591070,K02825.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.764174368,1.18,2241.0,5972.52,6321.0,1.125,Terrestrial (Earth-size)
8227661,K02826.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.85373924,0.23,345.0,3.36,2661.0,0.116,Terrestrial (Earth-size)
7428736,K02827.01,Kepler-1358 b,CONFIRMED,0.993,7.06321927,1.21,827.0,110.22,5305.0,0.818,Terrestrial (Earth-size)
5817986,K02897.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.584310213,23.09,2053.0,4190.91,5783.0,0.88,Gas Giant (Jupiter-size)
11129258,K02898.01,Kepler-1381 b,CONFIRMED,0.999,25.384175,2.44,649.0,42.01,6137.0,0.994,Neptunian (Ice Giant)
10586004,K00275.01,Kepler-129 b,CONFIRMED,0.952,15.79196594,2.4,910.0,161.97,5758.0,1.704,Neptunian (Ice Giant)
4939533,K02899.01,Unconfirmed Candidate,CANDIDATE,0.985,5.77207177,1.54,915.0,165.58,5591.0,0.86,Super-Earth
4846856,K02900.01,Unconfirmed Candidate,CANDIDATE,0.977,46.151253,2.08,423.0,7.59,5204.0,0.769,Neptunian (Ice Giant)
7202957,K02687.02,Unconfirmed Candidate,CANDIDATE,1.0,8.16733851,1.03,865.0,132.43,5808.0,0.902,Terrestrial (Earth-size)
6521045,K00041.01,Kepler-100 c,CONFIRMED,1.0,12.81590421,2.26,939.0,183.68,5788.0,1.474,Neptunian (Ice Giant)
5790807,K00259.01,Unconfirmed Candidate,FALSE POSITIVE,0.354,79.99623328,40.73,717.0,62.49,6796.0,2.49,Gas Giant (Jupiter-size)
8892303,K02688.01,Kepler-1314 b,CONFIRMED,1.0,5.424749327,5.15,625.0,36.05,4137.0,0.591,Neptunian (Ice Giant)
10265602,K02689.01,Unconfirmed Candidate,CANDIDATE,1.0,165.3447044,6.98,301.0,1.93,5594.0,0.812,Gas Giant (Jupiter-size)
5369827,K02690.01,Unconfirmed Candidate,CANDIDATE,1.0,3.606940379,2.04,1046.0,283.23,5508.0,0.84,Neptunian (Ice Giant)
5302643,K02746.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,69.2002312,45.24,585.0,27.66,7044.0,1.267,Gas Giant (Jupiter-size)
6586746,K02747.01,Kepler-1335 b,CONFIRMED,1.0,6.26404774,1.55,809.0,101.27,5032.0,0.817,Super-Earth
9962455,K02748.01,Kepler-1336 b,CONFIRMED,0.933,23.1985852,2.61,793.0,93.34,5416.0,1.756,Neptunian (Ice Giant)
9962455,K02748.02,Kepler-1336 c,CONFIRMED,0.992,5.77721259,2.17,1260.0,596.37,5416.0,1.756,Neptunian (Ice Giant)
8687088,K02749.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.905037231,1.1,2627.0,11199.46,6223.0,1.763,Terrestrial (Earth-size)
6436029,K02828.01,Kepler-1359 b,CONFIRMED,0.993,59.4969009,2.92,369.0,4.36,4817.0,0.833,Neptunian (Ice Giant)
6197215,K02829.01,Unconfirmed Candidate,CANDIDATE,1.0,10.61345333,1.77,987.0,224.63,5865.0,1.388,Super-Earth
9451706,K00271.01,Kepler-127 d,CONFIRMED,0.999,48.6303805,2.48,590.0,28.6,6075.0,1.352,Neptunian (Ice Giant)
9244508,K02830.01,Kepler-1360 b,CONFIRMED,0.989,40.5289885,5.92,933.0,178.81,6443.0,3.086,Neptunian (Ice Giant)
9692557,K02831.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.571940563,1.88,3320.0,28727.59,5827.0,2.286,Super-Earth
9366886,K02901.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.633514386,0.81,1357.0,807.27,4330.0,0.618,Terrestrial (Earth-size)
3657176,K02903.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,17.4166143,1.84,723.0,64.73,5946.0,1.017,Super-Earth
3969687,K02904.01,Kepler-1382 b,CONFIRMED,0.996,16.3583482,2.23,959.0,200.1,6133.0,1.765,Neptunian (Ice Giant)
9369366,K02905.01,Unconfirmed Candidate,FALSE POSITIVE,0.001,36.0054414,3.33,1024.0,259.71,7048.0,2.838,Neptunian (Ice Giant)
6716545,K02906.01,Kepler-1383 b,CONFIRMED,0.901,13.9093544,1.33,928.0,175.14,6052.0,1.424,Super-Earth
4552729,K02691.01,Unconfirmed Candidate,CANDIDATE,1.0,97.4463194,3.05,283.0,1.52,4735.0,0.686,Neptunian (Ice Giant)
2989706,K02692.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.257689465,2.45,1513.0,1244.66,5676.0,0.787,Neptunian (Ice Giant)
5185897,K02693.01,Kepler-398 b,CONFIRMED,0.998,4.081411554,1.0,755.0,77.0,4498.0,0.635,Terrestrial (Earth-size)
5185897,K02693.02,Kepler-398 c,CONFIRMED,0.988,11.41941928,0.99,536.0,19.47,4498.0,0.635,Terrestrial (Earth-size)
5185897,K02693.03,Kepler-398 d,CONFIRMED,0.992,6.83440674,1.01,636.0,38.68,4498.0,0.635,Terrestrial (Earth-size)
3663173,K02750.01,Unconfirmed Candidate,CANDIDATE,0.606,174.636181,11.12,481.0,12.65,5974.0,2.232,Gas Giant (Jupiter-size)
9881077,K02751.01,Kepler-1337 b,CONFIRMED,0.996,24.4004378,2.47,437.0,8.64,4583.0,0.674,Neptunian (Ice Giant)
3097346,K00264.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,4.029810359,1.77,1479.0,1132.21,5929.0,1.651,Super-Earth
5717567,K02752.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.287622419,0.87,1957.0,3450.59,6170.0,1.274,Terrestrial (Earth-size)
6265792,K02753.01,Kepler-1338 b,CONFIRMED,0.975,0.935115863,1.05,2124.0,4811.82,5874.0,1.297,Terrestrial (Earth-size)
9995402,K02832.01,Kepler-1361 b,CONFIRMED,0.991,3.57551429,0.89,1061.0,299.19,5213.0,0.917,Terrestrial (Earth-size)
9109857,K02833.01,Unconfirmed Candidate,CANDIDATE,0.961,1.791877025,1.48,2223.0,5787.99,6002.0,2.139,Super-Earth
5609593,K02834.01,Kepler-1362 b,CONFIRMED,1.0,136.205112,2.35,248.0,0.89,4648.0,0.675,Neptunian (Ice Giant)
5436338,K02835.01,Unconfirmed Candidate,CANDIDATE,0.997,6.30922043,1.37,606.0,31.73,4380.0,0.53,Super-Earth
11414465,K02836.01,Kepler-1363 b,CONFIRMED,1.0,2.94194296,1.22,988.0,225.15,4901.0,0.758,Terrestrial (Earth-size)
6716545,K02906.02,Unconfirmed Candidate,CANDIDATE,0.804,145.881936,1.8,424.0,7.63,6052.0,1.424,Super-Earth
2708885,K02907.01,Unconfirmed Candidate,FALSE POSITIVE,0.001,1.146934644,1.39,1554.0,1382.04,5423.0,0.862,Super-Earth
6612284,K02908.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.245353252,1.48,1704.0,1996.55,5982.0,0.96,Super-Earth
10586004,K00275.02,Kepler-129 c,CONFIRMED,0.803,82.2001239,2.57,525.0,17.96,5758.0,1.704,Neptunian (Ice Giant)
4483138,K02910.01,Kepler-1384 b,CONFIRMED,0.887,15.3626052,1.8,608.0,32.23,5011.0,0.851,Super-Earth
9475552,K02694.01,Kepler-1315 b,CONFIRMED,1.0,0.843379985,1.7,1541.0,1329.99,4818.0,0.856,Super-Earth
9475552,K02694.02,Unconfirmed Candidate,CANDIDATE,1.0,6.56606941,1.83,777.0,86.27,4818.0,0.856,Super-Earth
8292840,K00260.01,Kepler-126 b,CONFIRMED,1.0,10.49566303,1.34,1009.0,244.59,6214.0,1.297,Super-Earth
5196864,K02695.01,Unconfirmed Candidate,CANDIDATE,1.0,2.50343279,20.23,1147.0,408.12,5174.0,0.84,Gas Giant (Jupiter-size)
11071200,K02696.01,Unconfirmed Candidate,CANDIDATE,0.996,96.4562198,9.1,727.0,65.96,7029.0,2.704,Gas Giant (Jupiter-size)
11071200,K02696.02,Unconfirmed Candidate,CANDIDATE,0.992,44.5643831,5.8,940.0,184.67,7029.0,2.704,Neptunian (Ice Giant)
10905911,K02754.01,Kepler-1339 b,CONFIRMED,0.844,1.34155642,0.74,1642.0,1715.26,5779.0,0.97,Terrestrial (Earth-size)
3545135,K02755.01,Kepler-1689 b,CONFIRMED,0.995,8.48299282,0.8,879.0,141.04,5827.0,0.933,Terrestrial (Earth-size)
6964929,K02756.01,Kepler-1340 b,CONFIRMED,0.941,0.665025941,1.11,2174.0,5246.66,5884.0,1.07,Terrestrial (Earth-size)
6432345,K02757.01,Kepler-1690 b,CONFIRMED,0.998,234.635652,2.56,267.0,1.2,5422.0,0.885,Neptunian (Ice Giant)
8703129,K02758.01,Unconfirmed Candidate,CANDIDATE,0.977,253.374581,19.25,555.0,22.41,5177.0,5.949,Gas Giant (Jupiter-size)
11565924,K02837.01,Kepler-1364 b,CONFIRMED,1.0,13.32191461,2.88,1299.0,672.06,6995.0,2.274,Neptunian (Ice Giant)
6607357,K02838.01,Kepler-1365 b,CONFIRMED,0.996,7.69994466,0.92,969.0,208.61,5727.0,1.104,Terrestrial (Earth-size)
6607357,K02838.02,Kepler-1365 c,CONFIRMED,0.936,4.77466043,0.81,1137.0,395.06,5727.0,1.104,Terrestrial (Earth-size)
9451706,K00271.02,Kepler-127 c,CONFIRMED,1.0,29.39337161,2.5,698.0,55.98,6075.0,1.352,Neptunian (Ice Giant)
6186964,K02839.01,Kepler-1366 b,CONFIRMED,1.0,2.164570593,1.27,783.0,88.91,3941.0,0.554,Super-Earth
5471202,K02911.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,12.4258343,2.75,830.0,111.92,6185.0,0.991,Neptunian (Ice Giant)
9640439,K02912.01,Unconfirmed Candidate,FALSE POSITIVE,0.052,0.873227249,1.68,2152.0,5053.02,6341.0,1.111,Super-Earth
9693006,K02913.01,Kepler-1385 b,CONFIRMED,0.997,2.88878583,0.84,1423.0,969.05,5696.0,1.331,Terrestrial (Earth-size)
6837283,K02914.01,Unconfirmed Candidate,CANDIDATE,0.988,21.1181653,2.89,1110.0,359.11,6461.0,2.566,Neptunian (Ice Giant)
5613821,K02915.01,Unconfirmed Candidate,CANDIDATE,0.999,5.06092282,0.98,998.0,234.93,5637.0,0.911,Terrestrial (Earth-size)
6627507,K02697.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,7.37453336,87.08,1654.0,1770.84,5028.0,4.991,Gas Giant (Jupiter-size)
5128673,K02698.01,Kepler-1316 b,CONFIRMED,0.95,87.9724227,3.39,446.0,9.37,5837.0,1.159,Neptunian (Ice Giant)
6690836,K02699.01,Kepler-1317 b,CONFIRMED,1.0,0.568874717,1.49,1796.0,2473.19,5223.0,0.78,Super-Earth
8639908,K02700.01,Unconfirmed Candidate,CANDIDATE,1.0,0.910020582,1.12,1127.0,380.16,4297.0,0.533,Terrestrial (Earth-size)
5481148,K02701.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,22.023514,4.79,639.0,39.45,5860.0,0.936,Neptunian (Ice Giant)
11076400,K02759.01,Unconfirmed Candidate,CANDIDATE,1.0,1.07808492,1.01,1417.0,951.61,4906.0,0.814,Terrestrial (Earth-size)
7877978,K02760.01,Unconfirmed Candidate,CANDIDATE,1.0,56.5732318,2.69,356.0,3.79,4701.0,0.775,Neptunian (Ice Giant)
7903086,K02761.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.846861455,2.23,1337.0,753.4,5591.0,0.86,Neptunian (Ice Giant)
