kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,planet_type
10797460,K00752.01,Kepler-227 b,CONFIRMED,1.0,9.48803557,2.26,793.0,93.59,5455.0,0.927,Neptunian (Ice Giant)
10797460,K00752.02,Kepler-227 c,CONFIRMED,0.969,54.4183827,2.83,443.0,9.11,5455.0,0.927,Neptunian (Ice Giant)
10811496,K00753.01,Unconfirmed Candidate,CANDIDATE,0.0,19.89913995,14.6,638.0,39.3,5853.0,0.868,Gas Giant (Jupiter-size)
10848459,K00754.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.736952453,33.46,1395.0,891.96,5805.0,0.791,Gas Giant (Jupiter-size)
10854555,K00755.01,Kepler-664 b,CONFIRMED,1.0,2.525591777,2.75,1406.0,926.16,6031.0,1.046,Neptunian (Ice Giant)
10872983,K00756.01,Kepler-228 d,CONFIRMED,1.0,11.09432054,3.9,835.0,114.81,6046.0,0.972,Neptunian (Ice Giant)
10872983,K00756.02,Kepler-228 c,CONFIRMED,1.0,4.13443512,2.77,1160.0,427.65,6046.0,0.972,Neptunian (Ice Giant)
10872983,K00756.03,Kepler-228 b,CONFIRMED,0.992,2.56658897,1.59,1360.0,807.74,6046.0,0.972,Super-Earth
6721123,K00114.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,7.36178958,39.21,1342.0,767.22,6227.0,1.958,Gas Giant (Jupiter-size)
10910878,K00757.01,Kepler-229 c,CONFIRMED,1.0,16.06864674,5.76,600.0,30.75,5031.0,0.848,Neptunian (Ice Giant)
11446443,K00001.01,Kepler-1 b,CONFIRMED,0.811,2.470613377,13.04,1339.0,761.46,5820.0,0.964,Gas Giant (Jupiter-size)
10666592,K00002.01,Kepler-2 b,CONFIRMED,1.0,2.204735417,16.1,2048.0,4148.92,6440.0,1.952,Gas Giant (Jupiter-size)
6922244,K00010.01,Kepler-8 b,CONFIRMED,0.998,3.522498429,14.59,1521.0,1264.67,6225.0,1.451,Gas Giant (Jupiter-size)
10984090,K00112.02,Kepler-466 c,CONFIRMED,1.0,3.709214104,1.16,1206.0,500.46,5833.0,1.022,Terrestrial (Earth-size)
10419211,K00742.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,11.52144606,150.51,753.0,75.88,5795.0,0.848,Gas Giant (Jupiter-size)
10464078,K00743.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,19.40393776,7.18,523.0,17.69,5043.0,0.68,Gas Giant (Jupiter-size)
10480982,K00744.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,19.22138894,49.29,698.0,55.97,6117.0,0.947,Gas Giant (Jupiter-size)
10485250,K00745.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,16.46983774,7.94,595.0,29.61,5152.0,0.786,Gas Giant (Jupiter-size)
10526549,K00746.01,Kepler-660 b,CONFIRMED,1.0,9.27358173,2.47,649.0,41.85,4856.0,0.696,Neptunian (Ice Giant)
10583066,K00747.01,Kepler-661 b,CONFIRMED,1.0,6.02930329,2.85,678.0,50.04,4537.0,0.672,Neptunian (Ice Giant)
10583180,K00748.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.696370652,1.58,1066.0,305.34,4989.0,0.819,Super-Earth
10601284,K00749.01,Kepler-226 c,CONFIRMED,1.0,5.349553819,2.55,919.0,168.99,5185.0,0.91,Neptunian (Ice Giant)
10601284,K00749.02,Kepler-226 b,CONFIRMED,0.98,3.94105221,1.7,1018.0,253.15,5185.0,0.91,Super-Earth
10601284,K00749.03,Kepler-226 d,CONFIRMED,0.971,8.10904807,1.3,800.0,97.03,5185.0,0.91,Super-Earth
10662202,K00750.01,Kepler-662 b,CONFIRMED,1.0,21.67699193,2.95,530.0,18.64,4954.0,0.828,Neptunian (Ice Giant)
10682541,K00751.01,Kepler-663 b,CONFIRMED,1.0,4.99677968,2.78,917.0,166.95,5339.0,0.847,Neptunian (Ice Giant)
11460018,K00769.01,Kepler-671 b,CONFIRMED,1.0,4.280963604,2.3,1012.0,247.87,5644.0,0.831,Neptunian (Ice Giant)
11463211,K00770.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.50635409,4.53,1452.0,1054.12,5714.0,0.831,Neptunian (Ice Giant)
11465813,K00771.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,670.645531,14.14,196.0,0.35,5520.0,0.983,Gas Giant (Jupiter-size)
11493732,K00772.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,61.2563628,39.87,505.0,15.43,6144.0,1.091,Gas Giant (Jupiter-size)
11507101,K00773.01,Kepler-672 b,CONFIRMED,1.0,38.3775486,2.82,529.0,18.53,5481.0,1.036,Neptunian (Ice Giant)
10910878,K00757.02,Kepler-229 d,CONFIRMED,0.992,41.19725502,3.86,439.0,8.76,5031.0,0.848,Neptunian (Ice Giant)
10910878,K00757.03,Kepler-229 b,CONFIRMED,1.0,6.252962249,2.65,823.0,108.3,5031.0,0.848,Neptunian (Ice Giant)
10987985,K00758.01,Kepler-665 b,CONFIRMED,1.0,16.01308419,3.1,593.0,29.31,5015.0,0.826,Neptunian (Ice Giant)
11018648,K00759.01,Kepler-230 b,CONFIRMED,1.0,32.62876672,3.36,506.0,15.55,5586.0,0.798,Neptunian (Ice Giant)
11018648,K00759.02,Kepler-230 c,CONFIRMED,0.978,91.7732862,2.12,359.0,3.92,5586.0,0.798,Neptunian (Ice Giant)
11138155,K00760.01,Unconfirmed Candidate,CANDIDATE,1.0,4.959319244,12.21,1103.0,349.4,5712.0,1.082,Gas Giant (Jupiter-size)
11152159,K00761.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.701287801,6.54,1222.0,527.81,5550.0,0.91,Gas Giant (Jupiter-size)
11153539,K00762.01,Kepler-666 b,CONFIRMED,1.0,4.49876511,2.1,1133.0,389.62,6075.0,0.969,Neptunian (Ice Giant)
11242721,K00763.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,19.65120951,12.42,730.0,67.03,6074.0,1.063,Gas Giant (Jupiter-size)
9579641,K00115.01,Kepler-105 b,CONFIRMED,1.0,5.412203927,2.94,1093.0,337.68,5779.0,1.087,Neptunian (Ice Giant)
11304958,K00764.01,Kepler-667 b,CONFIRMED,0.998,41.43958662,5.5,516.0,16.72,5468.0,1.046,Neptunian (Ice Giant)
11391957,K00765.01,Kepler-668 b,CONFIRMED,1.0,8.35389523,2.52,790.0,91.9,5592.0,0.787,Neptunian (Ice Giant)
11403044,K00766.01,Kepler-669 b,CONFIRMED,1.0,4.125543472,4.43,1243.0,565.35,6174.0,1.103,Neptunian (Ice Giant)
11414511,K00767.01,Kepler-670 b,CONFIRMED,1.0,2.816504904,12.21,1219.0,521.13,5532.0,0.955,Gas Giant (Jupiter-size)
11442465,K00768.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,33.93373447,7.34,430.0,8.11,5040.0,0.705,Gas Giant (Jupiter-size)
12110942,K00786.01,Kepler-680 b,CONFIRMED,1.0,3.689920099,1.89,1147.0,408.99,5880.0,0.917,Super-Earth
12366084,K00787.01,Kepler-232 b,CONFIRMED,1.0,4.431238488,3.25,1104.0,351.23,5714.0,1.015,Neptunian (Ice Giant)
12366084,K00787.02,Kepler-232 c,CONFIRMED,1.0,11.37936986,3.95,806.0,99.68,5714.0,1.015,Neptunian (Ice Giant)
12404086,K00788.01,Kepler-681 b,CONFIRMED,1.0,26.39432897,3.07,489.0,13.49,5129.0,0.763,Neptunian (Ice Giant)
8395660,K00116.01,Kepler-106 c,CONFIRMED,1.0,13.57078281,2.64,785.0,89.61,5854.0,1.012,Neptunian (Ice Giant)
9579641,K00115.02,Kepler-105 c,CONFIRMED,1.0,7.12594387,1.79,997.0,233.31,5779.0,1.087,Super-Earth
11656840,K00774.01,Unconfirmed Candidate,FALSE POSITIVE,0.014,7.442652004,15.03,967.0,206.78,6108.0,0.956,Gas Giant (Jupiter-size)
11754553,K00775.01,Kepler-52 c,CONFIRMED,1.0,16.38489988,2.0,433.0,8.35,4126.0,0.615,Neptunian (Ice Giant)
11754553,K00775.02,Kepler-52 b,CONFIRMED,1.0,7.8774163,2.16,553.0,22.18,4126.0,0.615,Neptunian (Ice Giant)
11754553,K00775.03,Kepler-52 d,CONFIRMED,1.0,36.4454001,1.99,332.0,2.88,4126.0,0.615,Super-Earth
11812062,K00776.01,Kepler-673 b,CONFIRMED,1.0,3.728732147,6.02,1023.0,258.34,5497.0,0.809,Gas Giant (Jupiter-size)
11818800,K00777.01,Unconfirmed Candidate,CANDIDATE,0.999,40.4195037,7.51,467.0,11.29,5446.0,0.781,Gas Giant (Jupiter-size)
11853255,K00778.01,Kepler-674 b,CONFIRMED,1.0,2.243380573,1.99,822.0,107.6,4149.0,0.564,Super-Earth
11909839,K00779.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,10.40599802,11.23,833.0,113.94,5746.0,0.924,Gas Giant (Jupiter-size)
11918099,K00780.01,Kepler-675 b,CONFIRMED,1.0,2.337437946,2.34,1070.0,311.16,5005.0,0.765,Neptunian (Ice Giant)
11918099,K00780.02,Unconfirmed Candidate,CANDIDATE,0.993,7.2406612,19.45,734.0,68.63,5005.0,0.765,Gas Giant (Jupiter-size)
9579641,K00115.03,Unconfirmed Candidate,CANDIDATE,0.871,3.43591631,0.55,1272.0,617.61,5779.0,1.087,Terrestrial (Earth-size)
11923270,K00781.01,Kepler-676 b,CONFIRMED,1.0,11.59822233,2.65,396.0,5.82,3688.0,0.473,Neptunian (Ice Giant)
11960862,K00782.01,Kepler-677 b,CONFIRMED,1.0,6.575315881,5.31,1015.0,251.38,5992.0,0.989,Neptunian (Ice Giant)
12020329,K00783.01,Kepler-678 b,CONFIRMED,1.0,7.275040844,4.86,833.0,113.64,5485.0,0.867,Neptunian (Ice Giant)
12066335,K00784.01,Kepler-231 c,CONFIRMED,1.0,19.27153892,1.93,393.0,5.66,4077.0,0.56,Super-Earth
12066335,K00784.02,Kepler-231 b,CONFIRMED,1.0,10.06524317,1.91,488.0,13.43,4077.0,0.56,Super-Earth
12070811,K00785.01,Kepler-679 b,CONFIRMED,1.0,12.3935651,2.66,677.0,49.68,5557.0,0.75,Neptunian (Ice Giant)
8395660,K00116.02,Kepler-106 e,CONFIRMED,0.998,43.84439721,2.87,531.0,18.77,5854.0,1.012,Neptunian (Ice Giant)
3120431,K00798.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,3.341913228,21.55,1032.0,268.67,5295.0,0.811,Gas Giant (Jupiter-size)
3246984,K00799.01,Unconfirmed Candidate,FALSE POSITIVE,0.773,1.626630225,32.43,1547.0,1355.88,5735.0,0.973,Gas Giant (Jupiter-size)
3342970,K00800.01,Kepler-234 b,CONFIRMED,1.0,2.711504086,3.12,1420.0,960.79,6214.0,1.076,Neptunian (Ice Giant)
3342970,K00800.02,Kepler-234 c,CONFIRMED,1.0,7.21203748,3.32,1025.0,260.58,6214.0,1.076,Neptunian (Ice Giant)
12470844,K00790.01,Kepler-233 b,CONFIRMED,1.0,8.47237911,2.59,751.0,75.44,5354.0,0.788,Neptunian (Ice Giant)
12470844,K00790.02,Kepler-233 c,CONFIRMED,0.989,60.4189369,2.36,390.0,5.49,5354.0,0.788,Neptunian (Ice Giant)
12644822,K00791.01,Kepler-682 b,CONFIRMED,1.0,12.61190435,7.4,753.0,76.15,5795.0,0.919,Gas Giant (Jupiter-size)
2440757,K00792.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.433769925,46.58,1920.0,3209.29,6017.0,1.339,Gas Giant (Jupiter-size)
2445129,K00793.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,10.31872301,28.59,876.0,139.26,5927.0,1.06,Gas Giant (Jupiter-size)
2713049,K00794.01,Kepler-683 b,CONFIRMED,1.0,2.539183147,2.06,1332.0,743.09,5519.0,1.062,Neptunian (Ice Giant)
3114167,K00795.01,Kepler-684 b,CONFIRMED,1.0,6.770300385,2.77,812.0,102.87,5653.0,0.679,Neptunian (Ice Giant)
3114661,K00796.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,0.444291966,27.51,1836.0,2706.26,5255.0,0.636,Gas Giant (Jupiter-size)
3115833,K00797.01,Unconfirmed Candidate,CANDIDATE,1.0,10.181584,7.73,812.0,102.91,5988.0,0.836,Gas Giant (Jupiter-size)
4139816,K00812.02,Kepler-235 d,CONFIRMED,1.0,20.06036336,1.96,361.0,4.0,3950.0,0.493,Super-Earth
4139816,K00812.03,Kepler-235 e,CONFIRMED,1.0,46.1842039,1.83,273.0,1.32,3950.0,0.493,Super-Earth
8395660,K00116.04,Kepler-106 d,CONFIRMED,0.952,23.9800854,1.31,649.0,41.94,5854.0,1.012,Super-Earth
4139816,K00812.04,Kepler-235 c,CONFIRMED,0.994,7.82502168,1.2,494.0,14.05,3950.0,0.493,Terrestrial (Earth-size)
4275191,K00813.01,Kepler-688 b,CONFIRMED,1.0,3.895936525,7.34,1005.0,241.62,5557.0,0.774,Gas Giant (Jupiter-size)
4476123,K00814.01,Kepler-689 b,CONFIRMED,0.999,22.36646466,2.32,536.0,19.45,5395.0,0.734,Neptunian (Ice Giant)
3351888,K00801.01,Kepler-685 b,CONFIRMED,1.0,1.625522174,9.73,1579.0,1467.41,5539.0,1.106,Gas Giant (Jupiter-size)
3453214,K00802.01,Unconfirmed Candidate,CANDIDATE,1.0,19.62034692,13.6,643.0,40.39,5710.0,0.905,Gas Giant (Jupiter-size)
3554600,K00803.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,7.544039,17.47,838.0,116.46,5657.0,0.824,Gas Giant (Jupiter-size)
3641726,K00804.01,Unconfirmed Candidate,CANDIDATE,1.0,9.02930689,2.57,757.0,77.75,5349.0,0.82,Neptunian (Ice Giant)
3734868,K00805.01,Unconfirmed Candidate,FALSE POSITIVE,0.053,10.32803571,13.28,843.0,119.31,5627.0,1.024,Gas Giant (Jupiter-size)
3832474,K00806.01,Kepler-30 d,CONFIRMED,1.0,143.2063047,8.9,308.0,2.14,5485.0,0.867,Gas Giant (Jupiter-size)
8395660,K00116.03,Kepler-106 b,CONFIRMED,0.95,6.164876,0.79,1021.0,256.35,5854.0,1.012,Terrestrial (Earth-size)
3832474,K00806.02,Kepler-30 c,CONFIRMED,0.745,60.32494216,12.19,411.0,6.77,5485.0,0.867,Gas Giant (Jupiter-size)
3836375,K00807.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,1.540397253,25.69,1470.0,1105.68,5663.0,0.915,Gas Giant (Jupiter-size)
3838486,K00808.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.99025443,1.7,918.0,168.45,4667.0,0.731,Super-Earth
3935914,K00809.01,Kepler-686 b,CONFIRMED,1.0,1.594745374,11.3,1539.0,1329.42,5934.0,0.893,Gas Giant (Jupiter-size)
3940418,K00810.01,Unconfirmed Candidate,CANDIDATE,1.0,4.783002698,2.5,886.0,145.48,5170.0,0.807,Neptunian (Ice Giant)
4049131,K00811.01,Kepler-687 b,CONFIRMED,1.0,20.50588921,3.41,518.0,17.06,4905.0,0.761,Neptunian (Ice Giant)
4139816,K00812.01,Kepler-235 b,CONFIRMED,1.0,3.340218842,2.03,656.0,43.73,3950.0,0.493,Neptunian (Ice Giant)
5287983,K00828.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.507089906,30.26,1326.0,730.47,5926.0,0.939,Gas Giant (Jupiter-size)
5358241,K00829.01,Kepler-53 b,CONFIRMED,1.0,18.64932728,3.12,701.0,57.13,5775.0,1.053,Neptunian (Ice Giant)
10875245,K00117.02,Kepler-107 c,CONFIRMED,1.0,4.90144976,1.7,1262.0,598.74,5847.0,1.402,Super-Earth
5358241,K00829.02,Kepler-53 d,CONFIRMED,0.998,9.75192101,2.76,870.0,135.66,5775.0,1.053,Neptunian (Ice Giant)
5358241,K00829.03,Kepler-53 c,CONFIRMED,1.0,38.5576546,4.02,550.0,21.71,5775.0,1.053,Neptunian (Ice Giant)
5358624,K00830.01,Kepler-428 b,CONFIRMED,0.99,3.525632539,11.58,975.0,213.12,5150.0,0.793,Gas Giant (Jupiter-size)
4544670,K00815.01,Unconfirmed Candidate,CANDIDATE,1.0,34.84398644,7.61,511.0,16.1,5509.0,0.871,Gas Giant (Jupiter-size)
4664847,K00816.01,Kepler-690 b,CONFIRMED,1.0,7.748094239,5.52,964.0,204.39,5973.0,1.085,Neptunian (Ice Giant)
4725681,K00817.01,Kepler-236 c,CONFIRMED,1.0,23.96793669,1.8,329.0,2.77,3747.0,0.524,Super-Earth
4725681,K00817.02,Kepler-236 b,CONFIRMED,0.995,8.29561738,1.82,469.0,11.39,3747.0,0.524,Super-Earth
4913852,K00818.01,Kepler-691 b,CONFIRMED,1.0,8.11437482,2.1,460.0,10.55,3692.0,0.517,Neptunian (Ice Giant)
4932348,K00819.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,38.03672948,27.5,500.0,14.81,5575.0,0.932,Gas Giant (Jupiter-size)
4936180,K00820.01,Unconfirmed Candidate,CANDIDATE,0.0,4.64090031,30.09,1155.0,421.08,6463.0,0.826,Gas Giant (Jupiter-size)
11913073,K00011.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,3.747838198,13.65,1031.0,266.76,5514.0,0.826,Gas Giant (Jupiter-size)
10875245,K00117.01,Kepler-107 e,CONFIRMED,0.992,14.74914825,2.89,874.0,137.91,5847.0,1.402,Neptunian (Ice Giant)
5021899,K00821.01,Kepler-692 b,CONFIRMED,1.0,21.81295996,3.38,639.0,39.33,5601.0,0.999,Neptunian (Ice Giant)
5077629,K00822.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,7.91936937,10.34,814.0,104.0,5690.0,0.776,Gas Giant (Jupiter-size)
5164255,K00824.01,Kepler-693 b,CONFIRMED,1.0,15.37562369,11.01,600.0,30.54,4986.0,0.833,Gas Giant (Jupiter-size)
5252423,K00825.01,Kepler-237 c,CONFIRMED,1.0,8.10363271,2.11,687.0,52.82,4861.0,0.732,Neptunian (Ice Giant)
5252423,K00825.02,Kepler-237 b,CONFIRMED,1.0,4.71510843,1.46,823.0,108.84,4861.0,0.732,Super-Earth
5272878,K00826.01,Kepler-694 b,CONFIRMED,1.0,6.365839713,2.44,914.0,165.33,5776.0,0.849,Neptunian (Ice Giant)
5283542,K00827.01,Unconfirmed Candidate,FALSE POSITIVE,0.037,5.97581754,3.86,1047.0,284.25,6108.0,0.997,Neptunian (Ice Giant)
5649215,K00839.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.446737317,26.25,1261.0,597.19,5764.0,0.863,Gas Giant (Jupiter-size)
5651104,K00840.01,Kepler-695 b,CONFIRMED,1.0,3.04033046,8.99,1021.0,257.29,5035.0,0.791,Gas Giant (Jupiter-size)
5792202,K00841.01,Kepler-27 b,CONFIRMED,1.0,15.33528675,5.0,610.0,32.67,5251.0,0.817,Neptunian (Ice Giant)
10875245,K00117.04,Kepler-107 d,CONFIRMED,0.998,7.95825328,1.06,1074.0,314.15,5847.0,1.402,Terrestrial (Earth-size)
5792202,K00841.02,Kepler-27 c,CONFIRMED,1.0,31.33046135,6.5,481.0,12.61,5251.0,0.817,Gas Giant (Jupiter-size)
5370302,K00831.01,Unconfirmed Candidate,FALSE POSITIVE,0.006,3.9043425,12.28,1104.0,351.05,5810.0,0.898,Gas Giant (Jupiter-size)
5372966,K00832.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,9.286358079,17.61,796.0,95.03,5670.0,0.821,Gas Giant (Jupiter-size)
5376067,K00833.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,3.951405455,31.44,1133.0,388.71,6046.0,0.869,Gas Giant (Jupiter-size)
5436502,K00834.01,Kepler-238 e,CONFIRMED,0.999,23.65369415,7.89,731.0,67.65,5739.0,1.384,Gas Giant (Jupiter-size)
5436502,K00834.02,Kepler-238 d,CONFIRMED,0.996,13.23352214,3.06,888.0,146.67,5739.0,1.384,Neptunian (Ice Giant)
5436502,K00834.03,Kepler-238 c,CONFIRMED,0.997,6.15560285,2.32,1146.0,406.94,5739.0,1.384,Neptunian (Ice Giant)
5436502,K00834.04,Kepler-238 b,CONFIRMED,1.0,2.090811305,1.62,1642.0,1718.04,5739.0,1.384,Super-Earth
10875245,K00117.03,Kepler-107 b,CONFIRMED,0.995,3.180027898,1.53,1458.0,1066.86,5847.0,1.402,Super-Earth
5436502,K00834.05,Kepler-238 f,CONFIRMED,0.989,50.4467417,2.67,568.0,24.64,5739.0,1.384,Neptunian (Ice Giant)
5456651,K00835.01,Kepler-239 b,CONFIRMED,1.0,11.76307164,2.35,616.0,33.99,4959.0,0.756,Neptunian (Ice Giant)
5456651,K00835.02,Kepler-239 c,CONFIRMED,0.878,56.2279271,2.37,366.0,4.22,4959.0,0.756,Neptunian (Ice Giant)
5481416,K00836.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.384052875,17.06,1010.0,244.87,4794.0,0.701,Gas Giant (Jupiter-size)
5531576,K00837.01,Kepler-240 c,CONFIRMED,1.0,7.953547,2.25,696.0,55.37,4768.0,0.779,Neptunian (Ice Giant)
5531576,K00837.02,Kepler-240 b,CONFIRMED,1.0,4.14451656,1.48,864.0,132.08,4768.0,0.779,Super-Earth
5534814,K00838.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,4.859386384,38.33,1114.0,364.23,6072.0,0.988,Gas Giant (Jupiter-size)
6291653,K00850.01,Kepler-702 b,CONFIRMED,0.999,10.52629458,8.24,713.0,61.16,5386.0,0.793,Gas Giant (Jupiter-size)
6392727,K00851.01,Kepler-703 b,CONFIRMED,1.0,4.583520948,5.39,1038.0,274.98,5815.0,0.877,Neptunian (Ice Giant)
6422070,K00852.01,Kepler-704 b,CONFIRMED,0.876,3.76181843,2.66,1121.0,372.62,5653.0,0.949,Neptunian (Ice Giant)
6428700,K00853.01,Kepler-242 b,CONFIRMED,1.0,8.20396958,3.01,742.0,71.5,5015.0,0.826,Neptunian (Ice Giant)
6428700,K00853.02,Kepler-242 c,CONFIRMED,1.0,14.49645186,3.01,613.0,33.48,5015.0,0.826,Neptunian (Ice Giant)
5792202,K00841.03,Unconfirmed Candidate,CANDIDATE,1.0,6.54626149,2.19,810.0,101.78,5251.0,0.817,Neptunian (Ice Giant)
5794379,K00842.01,Kepler-241 b,CONFIRMED,1.0,12.71809866,2.31,562.0,23.6,4702.0,0.686,Neptunian (Ice Giant)
5794379,K00842.02,Kepler-241 c,CONFIRMED,0.999,36.06588163,2.64,397.0,5.88,4702.0,0.686,Neptunian (Ice Giant)
5881688,K00843.01,Kepler-696 b,CONFIRMED,1.0,4.190425659,6.21,1234.0,547.9,6073.0,1.135,Gas Giant (Jupiter-size)
6022556,K00844.01,Kepler-697 b,CONFIRMED,1.0,3.709870784,4.35,1151.0,415.1,5727.0,0.978,Neptunian (Ice Giant)
6032497,K00845.01,Kepler-698 b,CONFIRMED,1.0,16.3297527,3.75,727.0,66.08,5878.0,0.987,Neptunian (Ice Giant)
6061119,K00846.01,Kepler-699 b,CONFIRMED,0.985,27.80756622,13.84,554.0,22.24,5862.0,0.785,Gas Giant (Jupiter-size)
6191521,K00847.01,Kepler-700 b,CONFIRMED,0.942,80.8723469,7.59,452.0,9.88,5510.0,1.238,Gas Giant (Jupiter-size)
6267425,K00848.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,3.166465862,26.82,954.0,196.31,4968.0,0.704,Gas Giant (Jupiter-size)
3531558,K00118.01,Kepler-467 b,CONFIRMED,0.912,24.99324319,2.29,712.0,60.88,5718.0,1.317,Neptunian (Ice Giant)
6276477,K00849.01,Kepler-701 b,CONFIRMED,1.0,10.35533116,2.47,777.0,86.22,5501.0,0.918,Neptunian (Ice Giant)
6863998,K00867.01,Kepler-709 b,CONFIRMED,1.0,16.08518937,3.68,613.0,33.43,5239.0,0.826,Neptunian (Ice Giant)
6867155,K00868.01,Unconfirmed Candidate,CANDIDATE,0.998,235.9986399,10.59,188.0,0.29,4245.0,0.657,Gas Giant (Jupiter-size)
6948054,K00869.01,Kepler-245 b,CONFIRMED,1.0,7.49018305,2.56,753.0,76.06,5103.0,0.787,Neptunian (Ice Giant)
6948054,K00869.02,Kepler-245 d,CONFIRMED,1.0,36.2761238,3.03,445.0,9.29,5103.0,0.787,Neptunian (Ice Giant)
6948054,K00869.03,Kepler-245 c,CONFIRMED,1.0,17.46087931,2.32,568.0,24.6,5103.0,0.787,Neptunian (Ice Giant)
6435936,K00854.01,Kepler-705 b,CONFIRMED,0.996,56.0560754,1.94,233.0,0.69,3593.0,0.491,Super-Earth
6522242,K00855.01,Kepler-706 b,CONFIRMED,0.974,41.40831669,11.38,453.0,9.93,5522.0,0.747,Gas Giant (Jupiter-size)
6526710,K00856.01,Unconfirmed Candidate,CANDIDATE,0.994,39.74893077,14.21,552.0,21.87,6122.0,0.964,Gas Giant (Jupiter-size)
6587280,K00857.01,Kepler-243 b,CONFIRMED,1.0,5.715425977,2.47,850.0,123.03,5237.0,0.826,Neptunian (Ice Giant)
9471974,K00119.01,Kepler-108 B b,CONFIRMED,0.959,49.18394185,8.2,669.0,47.4,5626.0,2.057,Gas Giant (Jupiter-size)
6587280,K00857.02,Kepler-243 c,CONFIRMED,0.994,20.0261412,2.28,559.0,23.14,5237.0,0.826,Neptunian (Ice Giant)
6599919,K00858.01,Unconfirmed Candidate,CANDIDATE,0.0,13.61014819,19.02,733.0,68.29,5697.0,0.903,Gas Giant (Jupiter-size)
6675056,K00859.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,10.44331991,2.66,667.0,46.94,4947.0,0.802,Neptunian (Ice Giant)
6685526,K00861.01,Kepler-707 b,CONFIRMED,1.0,2.237489571,1.41,1160.0,427.17,5265.0,0.81,Super-Earth
6756669,K00862.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,5.851520671,14.62,901.0,155.89,5532.0,0.806,Gas Giant (Jupiter-size)
6784235,K00863.01,Kepler-708 b,CONFIRMED,1.0,3.167893418,2.62,1221.0,526.23,5895.0,0.94,Neptunian (Ice Giant)
6849310,K00864.01,Kepler-244 b,CONFIRMED,1.0,4.311780262,3.11,1038.0,274.84,5527.0,0.927,Neptunian (Ice Giant)
6849310,K00864.02,Kepler-244 d,CONFIRMED,1.0,20.0504494,2.69,622.0,35.44,5527.0,0.927,Neptunian (Ice Giant)
6849310,K00864.03,Kepler-244 c,CONFIRMED,1.0,9.76734503,2.67,791.0,92.46,5527.0,0.927,Neptunian (Ice Giant)
6862328,K00865.01,Unconfirmed Candidate,CANDIDATE,1.0,119.0207044,8.98,366.0,4.25,5453.0,1.062,Gas Giant (Jupiter-size)
9471974,K00119.02,Kepler-108 B c,CONFIRMED,0.987,190.3200468,7.78,426.0,7.8,5626.0,2.057,Gas Giant (Jupiter-size)
6862603,K00866.01,Unconfirmed Candidate,FALSE POSITIVE,0.0,2.861159894,4.37,1355.0,797.1,6126.0,1.021,Neptunian (Ice Giant)
7366258,K00880.01,Kepler-82 b,CONFIRMED,1.0,26.44439337,3.91,562.0,23.54,5427.0,0.929,Neptunian (Ice Giant)
7366258,K00880.02,Kepler-82 c,CONFIRMED,0.983,51.53997972,5.51,450.0,9.67,5427.0,0.929,Neptunian (Ice Giant)
7366258,K00880.03,Kepler-82 e,CONFIRMED,1.0,5.902245782,2.43,926.0,173.74,5427.0,0.929,Neptunian (Ice Giant)
7366258,K00880.04,Kepler-82 d,CONFIRMED,1.0,2.382951591,1.86,1253.0,583.01,5427.0,0.929,Super-Earth
7373451,K00881.01,Kepler-712 b,CONFIRMED,1.0,21.02250608,3.07,521.0,17.48,5067.0,0.75,Neptunian (Ice Giant)
6948054,K00869.04,Kepler-245 e,CONFIRMED,1.0,3.219814777,1.69,998.0,234.93,5103.0,0.787,Super-Earth
